,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2013/8/19,18,29,62,0,1006,东北风,65,16,20
CN101190801,2013/8/19,19,27,67,0,1006,东北风,70,15,16
CN101190801,2013/8/19,20,26,71,0,1006,东北风,74,14,30
CN101190801,2013/8/19,21,25,73,0,1007,东北风,73,13,28
CN101190801,2013/8/19,22,24,75,0,1008,东北风,72,13,98
CN101190801,2013/8/19,23,24,78,0,1008,东北风,72,12,71
CN101190801,2013/8/20,0,24,77,0,1008,东北风,68,12,63
CN101190801,2013/8/20,1,23,76,0,1008,东北风,64,11,57
CN101190801,2013/8/20,2,23,75,0,1008,东北风,60,10,28
CN101190801,2013/8/20,3,23,75,0,1008,东北风,59,10,37
CN101190801,2013/8/20,4,22,76,0,1008,东北风,59,10,49
CN101190801,2013/8/20,5,22,76,0,1009,东北风,58,10,36
CN101190801,2013/8/20,6,24,75,0,1009,东北风,59,10,52
CN101190801,2013/8/20,7,25,73,0,1009,东北风,60,11,46
CN101190801,2013/8/20,8,27,71,0,1009,东北风,62,12,53
CN101190801,2013/8/20,9,28,67,0,1009,东北风,62,12,40
CN101190801,2013/8/20,10,30,62,0,1009,东北风,63,13,31
CN101190801,2013/8/20,11,32,58,0,1009,东北风,64,13,15
CN101190801,2013/8/20,12,32,56,0,1008,东北风,62,13,12
CN101190801,2013/8/20,13,32,54,0,1007,东北风,61,13,0
CN101190801,2013/8/20,14,33,53,0,1007,东北风,60,13,2
CN101190801,2013/8/20,15,32,55,0,1007,东北风,62,14,4
CN101190801,2013/8/20,16,32,57,0,1006,东北风,64,14,9
CN101190801,2013/8/20,17,32,60,0,1006,东北风,65,14,26
CN101190801,2013/8/20,18,30,65,0,1006,东北风,71,14,26
CN101190801,2013/8/20,19,28,69,0,1006,东北风,77,14,49
CN101190801,2013/8/20,20,26,74,0,1007,东风,83,14,47
CN101190801,2013/8/20,21,25,76,0,1007,东风,84,13,44
CN101190801,2013/8/20,22,24,78,0,1008,东风,85,12,66
CN101190801,2013/8/20,23,24,81,0,1008,东风,86,11,36
CN101190801,2013/8/21,0,23,82,0,1008,东风,87,10,31
CN101190801,2013/8/21,1,23,83,0,1008,东风,88,9,19
CN101190801,2013/8/21,2,23,84,0,1008,东风,90,9,3
CN101190801,2013/8/21,3,23,83,0,1008,东风,82,9,19
CN101190801,2013/8/21,4,23,83,0,1008,东北风,75,8,12
CN101190801,2013/8/21,5,22,83,0,1008,东北风,68,8,14
CN101190801,2013/8/21,6,24,80,0,1008,东北风,69,9,3
CN101190801,2013/8/21,7,26,77,0,1008,东北风,71,9,0
CN101190801,2013/8/21,8,28,74,0,1008,东北风,72,10,0
CN101190801,2013/8/21,9,29,68,0,1008,东北风,70,10,0
CN101190801,2013/8/21,10,30,62,0,1008,东北风,67,11,1
CN101190801,2013/8/21,11,32,56,0,1008,东北风,65,11,1
CN101190801,2013/8/21,12,32,52,0,1007,东北风,63,12,0
CN101190801,2013/8/21,13,33,49,0,1006,东北风,61,13,0
CN101190801,2013/8/21,14,34,45,0,1006,东北风,59,14,0
CN101190801,2013/8/21,15,34,47,0,1005,东北风,63,14,1
CN101190801,2013/8/21,16,33,50,0,1005,东北风,66,13,0
CN101190801,2013/8/21,17,33,52,0,1004,东北风,70,13,0
CN101190801,2013/8/21,18,31,58,0,1005,东北风,76,13,2
CN101190801,2013/8/21,19,28,63,0,1005,东风,83,13,10
CN101190801,2013/8/21,20,26,69,0,1005,东风,89,12,27
CN101190801,2013/8/21,21,25,70,0,1006,东风,85,12,32
CN101190801,2013/8/21,22,24,72,0,1006,东风,81,12,40
CN101190801,2013/8/21,23,23,73,0,1006,东北风,78,11,67
CN101190801,2013/8/22,0,23,75,0,1006,东北风,72,11,86
CN101190801,2013/8/22,1,23,77,0,1006,东北风,66,10,96
CN101190801,2013/8/22,2,22,79,0,1006,东北风,61,10,99
CN101190801,2013/8/22,3,22,79,0,1006,东北风,58,10,100
CN101190801,2013/8/22,4,21,79,0,1006,东北风,56,10,100
CN101190801,2013/8/22,5,21,79,0,1006,东北风,54,10,100
CN101190801,2013/8/22,6,23,75,0,1007,东北风,56,12,100
CN101190801,2013/8/22,7,25,72,0,1007,东北风,58,13,100
CN101190801,2013/8/22,8,27,69,0,1007,东北风,59,14,100
CN101190801,2013/8/22,9,28,66,0,1007,东北风,61,15,100
CN101190801,2013/8/22,10,30,64,0,1006,东北风,63,15,100
CN101190801,2013/8/22,11,32,61,0,1006,东北风,65,16,100
CN101190801,2013/8/22,12,32,62,0,1006,东北风,66,17,100
CN101190801,2013/8/22,13,33,63,0,1005,东北风,67,17,100
CN101190801,2013/8/22,14,34,64,0,1004,东北风,67,18,100
CN101190801,2013/8/22,15,33,68,0,1004,东北风,67,17,100
CN101190801,2013/8/22,16,32,72,0,1004,东北风,67,16,100
CN101190801,2013/8/22,17,32,76,0,1004,东北风,67,15,100
CN101190801,2013/8/22,18,30,79,0,1004,东北风,67,15,99
CN101190801,2013/8/22,19,29,82,0,1004,东北风,66,15,100
CN101190801,2013/8/22,20,28,85,0,1004,东北风,66,15,100
CN101190801,2013/8/22,21,27,87,0,1005,东北风,66,15,100
CN101190801,2013/8/22,22,27,88,0,1005,东北风,66,15,100
CN101190801,2013/8/22,23,27,90,0,1005,东北风,66,14,100
CN101190801,2013/8/23,0,26,91,0.1,1005,东北风,64,14,100
CN101190801,2013/8/23,1,26,93,0.3,1005,东北风,61,14,100
CN101190801,2013/8/23,2,26,94,0.4,1005,东北风,59,14,100
CN101190801,2013/8/23,3,25,95,1.3,1004,东北风,55,15,100
CN101190801,2013/8/23,4,25,96,2.1,1004,东北风,51,16,100
CN101190801,2013/8/23,5,25,98,3,1004,东北风,47,16,100
CN101190801,2013/8/23,6,26,96,2.2,1004,东北风,48,17,100
CN101190801,2013/8/23,7,27,95,1.5,1004,东北风,50,17,100
CN101190801,2013/8/23,8,27,94,0.7,1004,东北风,51,17,100
CN101190801,2013/8/23,9,28,92,0.6,1004,东北风,50,17,100
CN101190801,2013/8/23,10,29,91,0.5,1005,东北风,50,17,100
CN101190801,2013/8/23,11,29,90,0.4,1005,东北风,50,17,100
CN101190801,2013/8/23,12,29,90,0.7,1004,东北风,49,17,100
CN101190801,2013/8/23,13,30,91,0.9,1004,东北风,49,17,100
CN101190801,2013/8/23,14,30,91,1.2,1004,东北风,49,17,100
CN101190801,2013/8/23,15,30,88,0.9,1003,东北风,54,18,100
CN101190801,2013/8/23,16,30,85,0.6,1003,东北风,58,18,100
CN101190801,2013/8/23,17,30,82,0.3,1003,东北风,63,18,100
CN101190801,2013/8/23,18,29,85,0.3,1003,东北风,61,16,100
CN101190801,2013/8/23,19,28,88,0.2,1004,东北风,59,15,100
CN101190801,2013/8/23,20,27,91,0.2,1004,东北风,56,13,100
CN101190801,2013/8/23,21,27,92,0.2,1004,东北风,56,13,100
CN101190801,2013/8/23,22,27,93,0.1,1005,东北风,55,13,100
CN101190801,2013/8/23,23,27,94,0.1,1005,东北风,54,13,100
CN101190801,2013/8/24,0,26,95,0.3,1005,东北风,51,13,100
CN101190801,2013/8/24,1,25,97,0.6,1005,东北风,48,12,100
CN101190801,2013/8/24,2,24,98,0.8,1005,东北风,44,12,100
CN101190801,2013/8/24,3,24,98,1.2,1005,东北风,43,12,100
CN101190801,2013/8/24,4,24,98,1.6,1005,东北风,42,12,100
CN101190801,2013/8/24,5,24,98,2,1005,东北风,42,12,100
CN101190801,2013/8/24,6,24,97,1.9,1005,东北风,41,12,100
CN101190801,2013/8/24,7,25,97,1.9,1005,东北风,41,12,99
CN101190801,2013/8/24,8,26,96,1.8,1006,东北风,41,11,100
CN101190801,2013/8/24,9,26,96,1.7,1006,东北风,42,12,100
CN101190801,2013/8/24,10,27,95,1.5,1006,东北风,42,12,100
CN101190801,2013/8/24,11,27,94,1.4,1006,东北风,43,12,100
CN101190801,2013/8/24,12,28,93,1.3,1006,东北风,38,12,100
CN101190801,2013/8/24,13,28,92,1.3,1006,东北风,33,12,100
CN101190801,2013/8/24,14,28,91,1.2,1005,东北风,27,12,100
CN101190801,2013/8/24,15,28,92,1.3,1005,东北风,22,11,100
CN101190801,2013/8/24,16,28,93,1.4,1005,东北风,18,10,100
CN101190801,2013/8/24,17,28,95,1.5,1005,东北风,13,9,100
CN101190801,2013/8/24,18,27,95,2,1005,东北风,23,9,100
CN101190801,2013/8/24,19,26,96,2.4,1006,东北风,33,9,100
CN101190801,2013/8/24,20,26,96,2.9,1006,东北风,43,9,100
CN101190801,2013/8/24,21,25,96,2.5,1006,东北风,53,9,100
CN101190801,2013/8/24,22,25,95,2.2,1007,东北风,63,9,100
CN101190801,2013/8/24,23,25,94,1.8,1007,东北风,73,9,100
CN101190801,2013/8/25,0,24,94,1.5,1007,东北风,68,9,100
CN101190801,2013/8/25,1,24,93,1.1,1007,东北风,62,8,100
CN101190801,2013/8/25,2,23,93,0.8,1007,东北风,56,8,100
CN101190801,2013/8/25,3,22,93,2.1,1007,东北风,60,8,97
CN101190801,2013/8/25,4,22,92,3.3,1007,东北风,63,8,100
CN101190801,2013/8/25,5,22,92,4.6,1007,东北风,67,9,100
CN101190801,2013/8/25,6,23,91,6.1,1007,东北风,66,8,100
CN101190801,2013/8/25,7,24,90,7.7,1008,东北风,66,7,100
CN101190801,2013/8/25,8,25,90,9.2,1008,东北风,65,6,100
CN101190801,2013/8/25,9,25,89,8.7,1008,东北风,71,6,99
CN101190801,2013/8/25,10,26,89,8.1,1008,东北风,78,6,94
CN101190801,2013/8/25,11,26,88,7.6,1008,东风,84,6,93
CN101190801,2013/8/25,12,27,85,5.5,1008,东风,89,7,59
CN101190801,2013/8/25,13,28,81,3.5,1007,东风,93,8,37
CN101190801,2013/8/25,14,28,78,1.4,1007,东风,97,8,44
CN101190801,2013/8/25,15,29,75,0.9,1007,东南风,101,9,64
CN101190801,2013/8/25,16,29,73,0.5,1006,东南风,105,9,65
CN101190801,2013/8/25,17,29,70,0,1006,东南风,109,9,61
CN101190801,2013/8/25,18,27,77,0,1006,东南风,107,8,46
CN101190801,2013/8/25,19,25,84,0,1006,东南风,105,6,63
CN101190801,2013/8/25,20,23,92,0,1007,东南风,103,5,55
CN101190801,2013/8/25,21,23,91,0,1007,东南风,105,5,55
CN101190801,2013/8/25,22,23,91,0,1007,东南风,108,6,47
CN101190801,2013/8/25,23,22,90,0,1007,东南风,110,6,27
CN101190801,2013/8/26,0,22,90,0,1007,东南风,111,6,8
CN101190801,2013/8/26,1,22,90,0,1006,东南风,112,5,0
CN101190801,2013/8/26,2,21,91,0,1006,东南风,113,4,0
CN101190801,2013/8/26,3,21,90,0,1006,东风,98,4,0
CN101190801,2013/8/26,4,21,89,0,1007,东风,83,4,0
CN101190801,2013/8/26,5,20,88,0,1007,东北风,68,4,0
CN101190801,2013/8/26,6,22,84,0,1007,东北风,73,4,0
CN101190801,2013/8/26,7,25,79,0,1007,东北风,79,4,0
CN101190801,2013/8/26,8,27,74,0,1007,东风,84,4,0
CN101190801,2013/8/26,9,28,68,0,1007,东风,92,5,0
CN101190801,2013/8/26,10,29,62,0,1007,东风,99,6,0
CN101190801,2013/8/26,11,31,56,0,1007,东南风,107,7,0
CN101190801,2013/8/26,12,32,53,0,1007,东南风,113,8,10
CN101190801,2013/8/26,13,32,51,0,1006,东南风,120,9,44
CN101190801,2013/8/26,14,33,49,0,1006,东南风,126,9,54
CN101190801,2013/8/26,15,33,52,0,1006,东南风,131,9,21
CN101190801,2013/8/26,16,33,55,0,1005,东南风,135,9,1
CN101190801,2013/8/26,17,32,58,0,1005,东南风,140,9,0
CN101190801,2013/8/26,18,30,64,0,1005,东南风,149,9,0
CN101190801,2013/8/26,19,28,70,0,1006,东南风,157,9,3
CN101190801,2013/8/26,20,25,77,0,1006,东南风,166,9,14
CN101190801,2013/8/26,21,25,79,0,1006,东南风,164,8,55
CN101190801,2013/8/26,22,25,82,0,1007,东南风,162,7,73
CN101190801,2013/8/26,23,25,85,0,1007,东南风,160,6,98
CN101190801,2013/8/27,0,24,83,0,1007,东南风,146,6,81
CN101190801,2013/8/27,1,23,82,0,1007,东南风,132,6,23
CN101190801,2013/8/27,2,23,81,0,1007,东南风,119,6,15
CN101190801,2013/8/27,3,22,79,0,1007,东南风,116,7,26
CN101190801,2013/8/27,4,22,78,0,1007,东南风,114,8,20
CN101190801,2013/8/27,5,22,76,0,1008,东南风,112,9,33
CN101190801,2013/8/27,6,24,75,0,1008,东南风,111,9,62
CN101190801,2013/8/27,7,25,74,0,1008,东南风,110,9,76
CN101190801,2013/8/27,8,27,73,0,1008,东南风,110,9,91
CN101190801,2013/8/27,9,28,67,0,1008,东南风,114,10,95
CN101190801,2013/8/27,10,30,62,0,1008,东南风,119,11,98
CN101190801,2013/8/27,11,32,56,0,1008,东南风,124,12,93
CN101190801,2013/8/27,12,32,54,0,1007,东南风,123,12,92
CN101190801,2013/8/27,13,33,52,0,1006,东南风,122,12,82
CN101190801,2013/8/27,14,33,50,0,1006,东南风,121,13,84
CN101190801,2013/8/27,15,33,53,0,1005,东南风,119,12,31
CN101190801,2013/8/27,16,32,57,0,1005,东南风,117,12,45
CN101190801,2013/8/27,17,32,60,0,1005,东南风,115,12,60
CN101190801,2013/8/27,18,30,62,0,1005,东南风,117,12,58
CN101190801,2013/8/27,19,28,65,0,1005,东南风,120,11,59
CN101190801,2013/8/27,20,26,68,0,1005,东南风,122,11,58
CN101190801,2013/8/27,21,25,69,0,1005,东南风,122,11,53
CN101190801,2013/8/27,22,25,70,0,1006,东南风,122,11,58
CN101190801,2013/8/27,23,24,71,0,1006,东南风,123,11,56
CN101190801,2013/8/28,0,24,73,0,1006,东南风,124,10,53
CN101190801,2013/8/28,1,24,75,0,1005,东南风,126,9,53
CN101190801,2013/8/28,2,23,76,0,1005,东南风,128,9,46
CN101190801,2013/8/28,3,23,78,0,1005,东南风,132,9,36
CN101190801,2013/8/28,4,23,79,0,1005,东南风,136,9,15
CN101190801,2013/8/28,5,23,81,0,1005,东南风,141,9,13
CN101190801,2013/8/28,6,24,80,0,1005,东南风,143,9,26
CN101190801,2013/8/28,7,26,79,0,1005,东南风,144,9,35
CN101190801,2013/8/28,8,28,78,0,1005,东南风,146,9,54
CN101190801,2013/8/28,9,30,74,0,1004,东南风,154,10,86
CN101190801,2013/8/28,10,31,70,0,1004,东南风,162,11,94
CN101190801,2013/8/28,11,33,66,0,1004,南风,169,11,94
CN101190801,2013/8/28,12,34,64,0.1,1003,南风,173,11,97
CN101190801,2013/8/28,13,35,62,0.2,1002,南风,176,11,99
CN101190801,2013/8/28,14,36,60,0.3,1001,南风,180,12,100
CN101190801,2013/8/28,15,35,67,1.4,1001,南风,185,11,100
CN101190801,2013/8/28,16,34,73,2.4,1001,南风,191,10,100
CN101190801,2013/8/28,17,33,80,3.5,1000,西南风,196,10,99
CN101190801,2013/8/28,18,31,84,2.8,1000,西南风,193,10,98
CN101190801,2013/8/28,19,29,89,2,1000,南风,190,10,88
CN101190801,2013/8/28,20,28,93,1.3,1000,南风,188,10,38
CN101190801,2013/8/28,21,27,94,2.5,1000,西南风,198,10,23
CN101190801,2013/8/28,22,27,95,3.6,1000,西南风,208,10,40
CN101190801,2013/8/28,23,27,96,4.8,1000,西南风,219,10,47
CN101190801,2013/8/29,0,27,96,3.2,1000,西南风,240,9,67
CN101190801,2013/8/29,1,26,96,1.6,1000,西风,260,9,83
CN101190801,2013/8/29,2,26,97,0,1000,西北风,281,8,78
CN101190801,2013/8/29,3,26,96,0,1000,西北风,288,8,74
CN101190801,2013/8/29,4,25,96,0,1001,西北风,294,8,81
CN101190801,2013/8/29,5,25,96,0,1001,西北风,301,8,94
CN101190801,2013/8/29,6,26,93,0,1001,西北风,302,8,96
CN101190801,2013/8/29,7,28,89,0,1001,西北风,303,8,100
CN101190801,2013/8/29,8,29,85,0,1002,西北风,304,8,99
CN101190801,2013/8/29,9,30,78,0,1002,西北风,306,9,76
CN101190801,2013/8/29,10,31,70,0,1002,西北风,307,11,69
CN101190801,2013/8/29,11,32,62,0,1002,西北风,309,12,77
CN101190801,2013/8/29,12,32,58,0,1002,西北风,307,11,64
CN101190801,2013/8/29,13,33,54,0,1001,西北风,304,10,50
CN101190801,2013/8/29,14,34,51,0,1001,西北风,302,10,31
CN101190801,2013/8/29,15,34,52,0,1001,西北风,309,9,5
CN101190801,2013/8/29,16,34,53,0,1001,西北风,315,9,0
CN101190801,2013/8/29,17,33,55,0,1001,西北风,322,9,1
CN101190801,2013/8/29,18,31,58,0,1001,西南风,219,8,8
CN101190801,2013/8/29,19,29,61,0,1002,东南风,116,7,24
CN101190801,2013/8/29,20,26,64,0,1002,东北风,13,7,36
CN101190801,2013/8/29,21,25,64,0,1003,东北风,13,7,38
CN101190801,2013/8/29,22,25,65,0,1003,东北风,13,7,78
CN101190801,2013/8/29,23,24,66,0,1004,东北风,13,8,85
CN101190801,2013/8/30,0,23,66,0,1004,东北风,17,9,80
CN101190801,2013/8/30,1,23,65,0,1004,东北风,22,10,67
CN101190801,2013/8/30,2,23,65,0,1005,东北风,26,11,44
CN101190801,2013/8/30,3,22,68,0,1005,东北风,29,11,40
CN101190801,2013/8/30,4,22,71,0,1006,东北风,32,11,50
CN101190801,2013/8/30,5,21,74,0,1006,东北风,36,11,61
CN101190801,2013/8/30,6,23,71,0,1007,东北风,30,11,59
CN101190801,2013/8/30,7,24,68,0,1007,东北风,25,12,33
CN101190801,2013/8/30,8,26,66,0,1008,东北风,19,12,12
CN101190801,2013/8/30,9,26,60,0,1008,东南风,133,14,6
CN101190801,2013/8/30,10,27,54,0,1008,西南风,246,16,10
CN101190801,2013/8/30,11,28,48,0,1009,北风,359,18,11
CN101190801,2013/8/30,12,29,46,0,1008,北风,357,18,17
CN101190801,2013/8/30,13,29,45,0,1008,北风,355,18,22
CN101190801,2013/8/30,14,29,44,0,1008,北风,354,18,12
CN101190801,2013/8/30,15,29,48,0,1008,北风,350,15,10
CN101190801,2013/8/30,16,29,51,0,1008,西北风,345,13,6
CN101190801,2013/8/30,17,29,55,0,1008,西北风,341,11,2
CN101190801,2013/8/30,18,27,60,0,1008,西南风,228,12,3
CN101190801,2013/8/30,19,25,66,0,1009,东南风,116,12,1
CN101190801,2013/8/30,20,22,71,0,1010,北风,3,12,0
CN101190801,2013/8/30,21,22,73,0,1010,东北风,15,12,0
CN101190801,2013/8/30,22,21,75,0,1011,东北风,26,12,0
CN101190801,2013/8/30,23,21,77,0,1011,东北风,38,12,0
CN101190801,2013/8/31,0,20,76,0,1011,东北风,36,11,0
CN101190801,2013/8/31,1,19,76,0,1012,东北风,35,10,0
CN101190801,2013/8/31,2,18,76,0,1012,东北风,33,9,0
CN101190801,2013/8/31,3,18,77,0,1012,东北风,33,8,0
CN101190801,2013/8/31,4,17,77,0,1012,东北风,34,8,0
CN101190801,2013/8/31,5,17,78,0,1013,东北风,34,8,0
CN101190801,2013/8/31,6,19,73,0,1013,东北风,36,7,0
CN101190801,2013/8/31,7,21,69,0,1013,东北风,38,6,0
CN101190801,2013/8/31,8,24,65,0,1014,东北风,40,6,0
CN101190801,2013/8/31,9,25,59,0,1014,东北风,49,6,0
CN101190801,2013/8/31,10,27,52,0,1014,东北风,58,6,0
CN101190801,2013/8/31,11,28,46,0,1014,东北风,68,6,0
CN101190801,2013/8/31,12,30,44,0,1014,东北风,66,6,0
CN101190801,2013/8/31,13,31,42,0,1013,东北风,64,6,0
CN101190801,2013/8/31,14,32,40,0,1012,东北风,63,5,0
CN101190801,2013/8/31,15,32,43,0,1012,东北风,64,5,17
CN101190801,2013/8/31,16,32,47,0,1012,东北风,65,5,49
CN101190801,2013/8/31,17,32,50,0,1012,东北风,66,5,33
CN101190801,2013/8/31,18,29,57,0,1012,东北风,72,5,21
CN101190801,2013/8/31,19,26,65,0,1012,东北风,79,4,6
CN101190801,2013/8/31,20,22,73,0,1013,东风,85,4,0
CN101190801,2013/8/31,21,21,74,0,1013,东南风,103,4,0
CN101190801,2013/8/31,22,19,75,0,1013,东南风,121,4,0
CN101190801,2013/8/31,23,18,76,0,1014,东南风,139,4,0
CN101190801,2013/9/1,0,17,78,0,1014,东南风,143,4,0
CN101190801,2013/9/1,1,16,80,0,1014,东南风,147,3,0
CN101190801,2013/9/1,2,15,81,0,1014,东南风,151,3,0
CN101190801,2013/9/1,3,16,82,0,1014,东南风,132,3,0
CN101190801,2013/9/1,4,17,83,0,1014,东南风,114,3,0
CN101190801,2013/9/1,5,17,84,0,1014,东风,95,3,0
CN101190801,2013/9/1,6,21,74,0,1014,东风,88,2,1
CN101190801,2013/9/1,7,24,65,0,1015,东风,80,2,0
CN101190801,2013/9/1,8,27,56,0,1015,东北风,72,2,1
CN101190801,2013/9/1,9,29,51,0,1015,东北风,74,3,6
CN101190801,2013/9/1,10,30,45,0,1015,东北风,77,4,6
CN101190801,2013/9/1,11,31,40,0,1015,东风,80,5,2
CN101190801,2013/9/1,12,32,39,0,1015,东风,82,6,4
CN101190801,2013/9/1,13,32,37,0,1014,东风,85,6,65
CN101190801,2013/9/1,14,33,36,0,1013,东风,88,7,77
CN101190801,2013/9/1,15,32,40,0,1013,东风,95,7,57
CN101190801,2013/9/1,16,31,44,0,1013,东南风,103,7,32
CN101190801,2013/9/1,17,30,47,0,1014,东南风,111,7,49
CN101190801,2013/9/1,18,27,51,0,1014,东南风,119,7,70
CN101190801,2013/9/1,19,24,55,0,1014,东南风,127,6,70
CN101190801,2013/9/1,20,20,59,0,1015,东南风,134,6,26
CN101190801,2013/9/1,21,21,61,0,1015,东南风,132,6,15
CN101190801,2013/9/1,22,21,63,0,1016,东南风,130,7,1
CN101190801,2013/9/1,23,22,65,0,1016,东南风,128,7,0
CN101190801,2013/9/2,0,20,67,0,1016,东南风,124,6,0
CN101190801,2013/9/2,1,18,69,0,1016,东南风,120,6,0
CN101190801,2013/9/2,2,17,71,0,1016,东南风,116,5,8
CN101190801,2013/9/2,3,17,72,0,1016,东南风,111,6,0
CN101190801,2013/9/2,4,16,73,0,1016,东南风,106,6,8
CN101190801,2013/9/2,5,16,74,0,1016,东风,100,6,30
CN101190801,2013/9/2,6,19,70,0,1016,东风,98,6,80
CN101190801,2013/9/2,7,21,65,0,1016,东风,96,5,88
CN101190801,2013/9/2,8,24,61,0,1017,东风,94,5,93
CN101190801,2013/9/2,9,25,55,0,1016,东风,100,6,92
CN101190801,2013/9/2,10,27,49,0,1016,东南风,105,7,83
CN101190801,2013/9/2,11,29,43,0,1016,东南风,111,8,94
CN101190801,2013/9/2,12,30,43,0,1016,东南风,110,7,96
CN101190801,2013/9/2,13,30,43,0,1015,东南风,109,7,77
CN101190801,2013/9/2,14,31,43,0,1015,东南风,109,7,63
CN101190801,2013/9/2,15,31,45,0,1014,东南风,107,7,42
CN101190801,2013/9/2,16,31,48,0,1014,东南风,105,7,17
CN101190801,2013/9/2,17,31,51,0,1014,东南风,103,7,9
CN101190801,2013/9/2,18,28,59,0,1014,东风,100,7,2
CN101190801,2013/9/2,19,26,67,0,1014,东风,98,6,1
CN101190801,2013/9/2,20,23,75,0,1014,东风,95,6,0
CN101190801,2013/9/2,21,23,75,0,1015,东风,96,6,0
CN101190801,2013/9/2,22,23,75,0,1015,东风,97,7,0
CN101190801,2013/9/2,23,22,75,0,1015,东风,98,7,0
CN101190801,2013/9/3,0,21,79,0,1015,东风,91,6,0
CN101190801,2013/9/3,1,21,83,0,1015,东风,84,5,0
CN101190801,2013/9/3,2,20,87,0,1015,东北风,77,3,0
CN101190801,2013/9/3,3,19,86,0,1015,东北风,71,4,0
CN101190801,2013/9/3,4,19,85,0,1016,东北风,64,5,3
CN101190801,2013/9/3,5,19,84,0,1016,东北风,58,5,3
CN101190801,2013/9/3,6,21,77,0,1016,东北风,57,5,5
CN101190801,2013/9/3,7,23,70,0,1016,东北风,56,5,5
CN101190801,2013/9/3,8,26,63,0,1017,东北风,55,5,8
CN101190801,2013/9/3,9,28,56,0,1016,东北风,56,6,15
CN101190801,2013/9/3,10,30,49,0,1016,东北风,57,7,20
CN101190801,2013/9/3,11,32,42,0,1016,东北风,58,8,93
CN101190801,2013/9/3,12,32,41,0,1015,东北风,60,8,100
CN101190801,2013/9/3,13,32,39,0,1014,东北风,63,7,97
CN101190801,2013/9/3,14,32,37,0,1013,东北风,66,7,98
CN101190801,2013/9/3,15,32,41,0,1013,东北风,70,6,100
CN101190801,2013/9/3,16,31,45,0,1013,东北风,75,5,100
CN101190801,2013/9/3,17,31,49,0,1013,东风,79,4,100
CN101190801,2013/9/3,18,28,56,0,1013,东风,94,4,100
CN101190801,2013/9/3,19,24,64,0,1014,东南风,108,4,100
CN101190801,2013/9/3,20,21,71,0,1014,东南风,122,4,99
CN101190801,2013/9/3,21,21,70,0,1014,东南风,121,5,97
CN101190801,2013/9/3,22,21,69,0,1015,东南风,119,7,96
CN101190801,2013/9/3,23,21,68,0,1016,东南风,118,9,94
CN101190801,2013/9/4,0,20,72,0,1015,东南风,120,9,100
CN101190801,2013/9/4,1,20,75,0,1015,东南风,122,9,99
CN101190801,2013/9/4,2,20,79,0,1015,东南风,124,9,100
CN101190801,2013/9/4,3,19,81,0,1015,东南风,127,8,97
CN101190801,2013/9/4,4,19,82,0,1015,东南风,130,7,99
CN101190801,2013/9/4,5,18,83,0,1015,东南风,133,6,100
CN101190801,2013/9/4,6,20,79,0,1015,东南风,134,6,100
CN101190801,2013/9/4,7,22,74,0,1016,东南风,136,5,100
CN101190801,2013/9/4,8,24,69,0,1016,东南风,138,5,100
CN101190801,2013/9/4,9,26,61,0,1016,东南风,140,5,100
CN101190801,2013/9/4,10,28,53,0,1016,东南风,143,5,100
CN101190801,2013/9/4,11,30,45,0,1016,东南风,145,5,100
CN101190801,2013/9/4,12,31,43,0,1015,东南风,132,6,100
CN101190801,2013/9/4,13,31,42,0,1014,东南风,118,7,100
CN101190801,2013/9/4,14,32,40,0,1014,东南风,105,7,100
CN101190801,2013/9/4,15,31,43,0,1014,东南风,110,8,100
CN101190801,2013/9/4,16,31,46,0,1013,东南风,116,8,100
CN101190801,2013/9/4,17,30,49,0,1013,东南风,121,8,100
CN101190801,2013/9/4,18,28,52,0,1013,东南风,135,8,100
CN101190801,2013/9/4,19,25,55,0,1014,东南风,149,8,100
CN101190801,2013/9/4,20,23,59,0,1015,东南风,163,8,100
CN101190801,2013/9/4,21,22,60,0,1015,东南风,156,8,99
CN101190801,2013/9/4,22,22,62,0,1015,东南风,148,8,99
CN101190801,2013/9/4,23,22,63,0,1015,东南风,140,8,100
CN101190801,2013/9/5,0,21,65,0.1,1015,东南风,164,9,98
CN101190801,2013/9/5,1,20,66,0.1,1015,南风,187,10,90
CN101190801,2013/9/5,2,19,67,0.2,1016,西南风,211,11,22
CN101190801,2013/9/5,3,19,69,0.2,1016,西南风,220,9,40
CN101190801,2013/9/5,4,19,71,0.2,1016,西南风,229,8,74
CN101190801,2013/9/5,5,19,73,0.2,1016,西南风,238,7,97
